Phụ lục II
DANH MỤC CÁC CƠ SỞ PHÁT THẢI KHÍ NHÀ KÍNH PHẢI THỰC HIỆN KIỂM KÊ KHÍ NHÀ KÍNH
NGÀNH CÔNG THƯƠNG
*(Kèm theo Quyết định số      /2024/QĐ-TTg ngày     tháng      năm 2024 của Thủ tướng Chính phủ)*
| STT | Tên cơ sở | Địa chỉ | Ngành nghề/Loại hình kinh doanh | Tiêu thụ năng lượng (TOE) |
| --- | --- | --- | --- | --- |
| I. TÂY BẮC BỘ |
| 559 | Công ty TNHH Vật liệu xây dựng SAINT- GOBAIN Bắc Việt Nam | Thôn Đoan, xã Tam Hưng, huyện Thủy Nguyên, thành phố Hải Phòng | Sản xuất xi măng, vôi và thạch cao | 1.019 |
| 560 | Công ty TNHH MTV cấp nước Hải Phòng | Số 54 Đinh Tiên Hoàng, quận Hồng Bàng, thành phố Hải Phòng | Khai thác, xử lý và cung cấp nước | 3.229 |
| 561 | Công ty TNHH Hoa Thành | Thôn Trâm Khê, xã Đại Thắng, huyện Tiên Lãng, Hải Phòng | Sản xuất giày dép | 2.370 |
| 562 | Chi nhánh Công ty TNHH DE HEUS tại Hải Phòng | KCN An Tràng, thôn Văn Tràng, thị trấn Trường Sơn, huyện An Lão, thành phố Hải Phòng | Sản xuất thức ăn gia súc, gia cầm và thủy sản | 1.972 |
| 563 | Công ty TNHH Forever True Vĩnh Bảo Việt Nam | Lô CN 16, Cụm công nghiệp Tân Liên, xã Tân Liên, huyện Vĩnh Bảo, thành phố Hải Phòng | Sản xuất đồ chơi, trò chơi | 1.434 |
| 564 | Công ty TNHH FLAT (Việt Nam) | KCN Đình Vũ, phường Đông Hải 2, quận Hải An, thành phố Hải Phòng | Sản xuất kính đặc biệt, kính năng lượng mặt trời và các sản phẩm kính khác | 26.287 |
| 565 | Công ty Cổ phần Giấy Hoàng Hà Hải Phòng | Số 194 đường Kiều Hạ, phường Đông Hải 2, quận Hải An, thành phố Hải Phòng | Sản xuất bột giấy, giấy và bìa | 29.728 |
| 566 | Công ty TNHH MTV DAP - Vinachem | Lô GI7, khu KT Đình Vũ, phường Đông Hải 2, thành phố Hải Phòng | Khai thác khoáng hoá chất và khoáng phân bón | 29.889 |
| 567 | Công ty cổ phần tôn thép Việt Pháp | ĐT 356 - đường Đình Vũ, phường Đông Hải 1, quận Hải An, thành phố Hải Phòng | Sản xuất sắt, thép, gang | 1.560 |
| 568 | Công ty Cổ phần luyện thép cao cấp Việt Nhật | KCN Nam Cầu Kiền, huyện Thủy Nguyên, thành phố Hải Phòng | Sản xuất sắt, thép, gang | 54.183 |
| 569 | Công ty Cổ phần Sản xuất và Thương mại Thép HPS | KCN Nam Cầu Kiền, huyện Thủy Nguyên, thành phố Hải Phòng | Sản xuất sắt, thép, gang | 6.908 |
| 570 | Công ty TNHH Công nghệ Vật liệu xây dựng JINKA | KCN Đồ Sơn, quận Đồ Sơn, thành phố Hải Phòng | Sản xuất sản phẩm từ plastic | 4.138 |
| 571 | Công ty TNHH Chế tạo máy Hongyuan Việt Nam | Lô đất L2.6 và L2.12 KCN Đồ Sơn, quận Đồ Sơn, thành phố Hải Phòng | Sản xuất sản phẩm khác còn lại bằng kim loại chưa được phân vào đâu | 3.953 |
| 572 | Công ty TNHH Dongdo Electronics Hải Phòng | Lô C6-2, khu CN1, KCN Tràng Duệ, huyện An Dương, thành phố Hải Phòng | Sản xuất linh kiện điện tử | 2.073 |
| 573 | Công ty TNHH VINATIC Hải Phòng | Lô cN4, KCN Nam Cầu Kiền, huyện Thủy Nguyên, thành phố Hải Phòng | Sản xuất các sản phẩm từ nhựa | 2.083 |
| 574 | Công ty TNHH JCV CORP | KCN Tràng Duệ, huyện An Dương, thành phố Hải Phòng | Sản xuất các sản phẩm làm đẹp như: Móng giả, tóc giả, sticker dán móng, mi giả,... | 1.793 |
| 575 | Công ty TNHH GrEeNWORKS (Việt Nam) | KCN Tràng Duệ, huyện An Dương, thành phố Hải Phòng | Sản xuất và lắp ráp thiết bị làm vườn | 1.179 |
| 576 | Công ty TNHH Ngành gỗ FU MING Việt Nam | KCN Đồ Sơn, phường Ngọc Xuyên, quận Đồ Sơn, thành phố Hải Phòng | Sản xuất gỗ tấm và gỗ lát sàn | 1.075 |
| 577 | Công ty TNHH DONG - A hwAsung vin | KCN Tràng Duệ, huyện An Dương, thành phố Hải Phòng | Sản xuất, gia công các sản phẩm nhựa, cao su tổng hợp dùng cho công nghiệp, ô tô, đồ gia dụng | 1.010 |
| 578 | Công ty TNHH SIN CHI Việt Nam | KCN Tràng Duệ, huyện An Dương, thành phố Hải Phòng | Sản xuất các sản phẩm từ plastic | 6.054 |
| 579 | Công ty TNHH Tân Huy Hoàng | KCN Tràng Duệ, huyện An Dương, thành phố Hải Phòng | May trang phục (trừ trang phục từ da lông thú) | 1.104 |
| 580 | Công ty TNHH CRYSTAL sweater Việt Nam | KCN Nam Đình Vũ, phường Đông Hải 2, quận Hải An, thành phố Hải Phòng | Sản xuất plastic và cao su tổng hợp dạng nguyên sinh | 4.719 |
| 581 | Công ty Cổ phần Kim khí Bắc Việt | KCN Đình Vu, phường Đông Hải 2, quận Hải An, thành phố Hải Phòng | Sản xuất sắt, thép, gang | 1.913 |
| 582 | Công ty TNHH UNIVERSAL SCIENTIFIC INDUSTRIAL Việt Nam | KCN Đình Vu, phường Đông Hải 2, quận Hải An, thành phố Hải Phòng | Sản xuất linh kiện điện tử | 1.185 |
| 583 | Công ty TNHH Công nghệ Amtran Việt Nam | Số 2, đường số 9, KCN VSIP, huyện Thủy Nguyên, thành phố Hải Phòng | Sản xuất sản phẩm điện tử dân dụng | 1.909 |
| 584 | Công ty TNHH YANAGAWA SEIKO VIỆT NAM | KCN Nomura Hải Phòng, huyện An Dương, thành phố Hải Phòng | Sản xuất phụ tùng và bộ phận phụ trợ cho xe có động cơ và động cơ xe | 1.024 |
| 585 | Nhà máy sản xuất thức ăn gia súc Proconco | KCN Đình Vũ, quận Hải An, thành phố Hải Phòng | Sản xuất thức ăn gia súc | 4.761 |
| 586 | Công ty TNHH OJITEX Hải Phòng | KCN Nomura, huyện An Dương, thành phố Hải Phòng | Sản xuất giấy nhãn, bìa nhãn bao bì từ giấy và bìa | 1.206 |
| 587 | Công ty TNHH Nipro Pharma Việt Nam | Lô IN,1,4A, KCN Vsip, Thủy Nguyên, thành phố Hải Phòng | Sản xuất thuốc, hoá dược và dược liệu | 3.181 |
| 588 | Công ty TNHH New Hope Hà Nội - Chi nhánh Hải Phòng | KCN Đình Vũ, quận Hải An, thành phố Hải Phòng | Sản xuất thức ăn gia súc | 1.826 |
| 589 | Công ty TNHH vật liệu nam châm Shin-Etsu Việt Nam | Lô CN5.20, KCN Đình Vũ, phường Đông Hải 2, quận Hải An, thành phố Hải Phòng | Khai khoáng | 11.715 |
| 590 | Công ty TNHH Maple | Số 15, đường số 17, KCN VSIP, huyện Thủy Nguyên, thành phố Hải Phòng | May trang phục (trừ trang phục từ da lông thú) | 1.632 |
| 591 | Chi nhánh Công ty TNHH GE Việt Nam - Chi nhánh Hải Phòng | KCN Nomura, huyện An Dương, thành phố Hải Phòng | Sản xuất thiết bị điện | 11.183 |
| 592 | Công ty TNHH Chế tạo máy ebA | Lô N-1, N-2, N-3, và F-1a, khu công nghiệp Nomura, xã Tân Tiến, huyện An Dương, thành phố Hải Phòng | Chế tạo cơ khí các chi tiết, các bộ phận của máy và ô tô | 1.292 |
| 593 | Công ty Cổ phần Hóa dầu và Xơ sợi Việt Nam | Lô CN5.5 A khu công nghiệp Đình Vũ, phường Đông Hải 2, quận Hải An, Hải Phòng | Sản xuất xơ sợi nhân tạo | 4.257 |
| 594 | Công ty TNHH LS METAL vinA | KCN DeEpC 2B, phường Đông Hải 2, quận Hải An, Hải Phòng | Sản xuất kim loại quý và kim loại màu | 1.910 |
| 595 | Công ty TNHH chế tạo máy CItIzEn Việt Nam | KCN Nomura, huyện An Dương, thành phố Hải Phòng | Sản xuất các sản phẩm đúc kim loại | 1.656 |
| 596 | Công ty TNHH Công nghiệp ASPIRESUN Việt Nam | KCN VSIP, huyện Thủy Nguyên, thành phố Hải Phòng | Sản xuất linh kiện điện tử | 1.006 |
| 597 | Công ty TNHH Công nghệ HITRON Việt Nam | KCN VSIP, huyện Thủy Nguyên, Hải Phòng | Sản xuất thiết bị truyền thông | 1.592 |
| 598 | Công ty TNHH LITE ON Việt Nam | KCN VSIP, huyện Thủy Nguyên, Hải Phòng | Sản xuất linh kiện điện tử | 1.223 |
| 599 | Công ty TNHH Thép DoNgBU Việt Nam | Khu Công nghiệp Đĩnh Vũ, Hải An, Hải Phòng | Sản xuất sắt, thép, gang | 5.439 |
| 600 | Công ty Cổ phần Cảng Hải Phòng | Phường Máy Tơ, quận Ngô Quyền, thành phố Hải Phòng | Chế tạo máy móc, thiết bị | 2.155 |
| 601 | Công ty TNHH ' Đóng tàu Damen Sông Cấm | thôn Lôi Động, xã Hoàng Động, huyện Thủy Nguyên, thành phố Hải Phòng | Đóng tàu và cấu kiện nổi | 1.158 |
| 6. Tỉnh Hưng Yên |
| 602 | Công ty TNHH VIETINAK | Lô đất số C5 , KCN Thăng Long II, xã Liêu Xá, huyện Yên Mỹ | Sản xuất săm, lốp cao su; đắp và tái chế lốp cao su | 1.202 |
| 603 | Công ty TNHH Dong Yang E&P Việt Nam | Xã Nhân Hòa, huyện Mỹ Hào | Sản xuất linh kiện điện tử | 1.249 |
| 604 | Công ty TNHH SOC Việt Nam | Lô đất G7, KCN Thăng Long II, Yên Mỹ | Sản xuất sản phẩm hóa chất khác chưa được phân vào đâu | 1.177 |
| 605 | Công ty Cổ phần ABC Việt Nam | T Khả Duy, xã Đoàn Đào, huyện Phù Cừ, tỉnh Hưng Yên | Sản xuất thức ăn chăn nuôi | 3.373 |
| 606 | Công ty Cổ phần Daikin Air Conditioning (Việt Nam) | KCN Thăng Long II, phường Phùng Chí Kiên, thị xã Mỹ Hào | Sản xuất máy thông dụng khác | 1.227 |
| 607 | Chi nhánh Công ty TNHH LIXIL Việt Nam tại Hưng Yên | Đường B4, khu B, KCN Phố Nối A, xã Lạc Hồng, huyện Văn Lâm | Sản xuất sứ vệ sinh cao cấp | 4.537 |
| 608 | Chi nhánh Công ty TNHH LIXIL Việt Nam tại Hưng Yên (Nhà máy số 67) | Xã Lạc Đạo, huyện Văn Lâm | Sản xuất sứ vệ sinh cao cấp | 5.060 |
| 609 | Công ty TNHH Dây và cáp điện Ngọc Khánh | Thôn An Lạc, xã Trưng Trắc, huyện Văn Lâm | Sản xuất dây cáp điện | 1.499 |
| 610 | Công ty TNHH Minh Hiếu Hưng Yên | Thôn Bình Lương, xã Tân Quang, Văn Lâm | Sản xuất thức ăn gia súc, gia cầm và thủy sản | 1.519 |
| 611 | Công ty TNHH AAB | Xã Vĩnh Khúc, huyện Văn Giang | Sản xuất sản phẩm từ cao su | 1.226 |
| 612 | Công ty TNHH Thép Dây Hòa Phát | KCN Phố Nối A, xã Giai Phạm, huyện Yên Mỹ | Sản xuất máy khai thác mỏ và xây dựng | 1.938 |
| 613 | Công ty TNHH Nikkiso Việt Nam | Lô đất C6 và C7 KCN Thăng LongII, Yên Mỹ | Sản xuất thiết bị y tế, bộ phận máy bay | 1.483 |
| 614 | Công ty Cổ phần thép không gỉ A&T | Km31, QL 5A, thôn Trại, xã Dị Sử, huyện Mỹ Hào | Sản xuất giấy và sản phẩm từ giấy | 1.268 |
| 615 | Công ty TNHH Sản xuất & TM Tân Á Hưng Yên | TT Yên Mỹ, huyện Yên Mỹ | Sản xuất dao kéo, dụng cụ cầm tay và đồ kim loại thông dụng | 1.709 |
| 616 | Công ty TNHH Nestle Việt Nam | LÔ P1A, KCN Thăng Long II, Mỹ Hào | Sản xuất đồ uống không cồn, nước khoáng | 2.953 |
| 617 | Công ty TNHH thiết bị điện nước Phúc Hà | Thôn Chí Trung, xã Tân Quang, huyện Văn Lâm | Sản xuất sản phẩm từ plastic | 1.193 |
| 618 | Công ty Cổ phần Thực phẩm XK Trung Sơn Hưng Yên | TT Như Quỳnh, huyện Văn Lâm | Sản xuất thực phẩm khác | 2.638 |
| 619 | Công ty Cổ phần công nghệ cao TRAPHACO | Xã Tân Quang, huyện Văn Lâm | Sản xuất thuốc, hóa dược và dược liệu | 2.570 |
| 620 | Công ty TNHH Dệt nhuộm Jasan (Việt Nam) | KCN Phố Nối B, xã Liêu Xá, huyện Yên Mỹ | Sản xuất trang phục dệt kim, đan móc | 11.526 |
| 621 | Công ty TNHH Dây và cáp điện Ô tô Sumiden VN - CN Hưng Yên | Lô đất E,7 & E,8, KCN Thăng Long II, Yên Mỹ | Sản xuất sản phẩm khác còn lại bằng kim loại chưa được phân vào đâu | 2.289 |
| 622 | Công ty TNHH MTV Kinh Đô miền Bắc | Km 22 QL5A TT Bần, Yên Nhân, Mỹ Hào | Sản xuất các loại bánh từ bột | 2.417 |
| 623 | Công ty TNHH Bao Bì Việt Hưng | TT Như Quỳnh, huyện Văn Lâm | Sản xuất giấy và sản phẩm từ giấy | 2.163 |
| 624 | Công ty Cổ phần kính an toàn Việt Nhật | Km29+500 QL5A, Cầu Lường, xã Bạch Sam, Mỹ Hào | Sản xuất thủy tinh và sản phẩm từ thủy tinh | 2.270 |
| 625 | Công ty Cổ phần Đầu tư phát triển Công nghệ Bia - Rượu - NGK HN | Đường 206, KCN Phố Nối A, Trưng Trắc, Văn Lâm | Sản xuất bia và mạch nha ủ men bia | 1.647 |
| 626 | Công ty TNHH MUSASHI AUTO PARTS Việt Nam | KCN Thăng Long II, huyện Yên Mỹ | Sản xuất máy nông nghiệp và lâm nghiệp | 2.138 |
| 627 | Công ty TNHH Hamaden Việt Nam | KCN Thăng Long II, huyện Yên Mỹ | Sản xuất linh kiện điện tử | 2.565 |
| 628 | Công ty TNHH Sews - Components Việt Nam | LÔ D2 và D3, KCN Thăng Long II, Yên Mỹ | Sản xuất linh kiện điện tử | 2.500 |
| 629 | Công ty Cổ phần NPG - Hưng Yên | Xã Lạc Đạo, huyện Văn Lâm | Sản xuất vật liệu xây dựng từ đất sét | 23.724 |
| 630 | Công ty TNHH đầu tư ứng dụng sản xuất Bao Bì Việt | KCN Phố Nối A, xã Giai Phạm, huyện Yên Mỹ | In ấn | 3.032 |
| 631 | Công ty TNHH MTV Dệt 8-3 | TT Yên Mỹ, huyện Yên Mỹ | Sản xuất sợi | 3.103 |
| 632 | Công ty TNHH Dệt và Nhuộm Hưng Yên | KCN Dệt may Phố Nối, xã Nghĩa Hiệp, huyện Yên Mỹ | Sản xuất sợi | 2.951 |
| 633 | Công ty TNHH thép cán nguội Hòa Phát | Khu D, KCN Phố Nối A, xã Giai Phạm, huyện Yên Mỹ | Sản xuất các sản phẩm thép | 2.557 |
| 634 | Công ty Cổ phần Công nghiệp Kami | Đường B4, khu B, KCN Phố Nối A, xã Lạc Hồng, huyện Văn Lâm | Sản xuất kim loại | 1.532 |
| 635 | Công ty Cổ phần Hưng Phú | KCN Dệt may Phố Nối B, huyện Yên Mỹ | Sản xuất sợi, vải dệt thoi và hoàn thiện sản phẩm dệt | 2.992 |
| 636 | Công ty TNHH Thiết bị điện Lioa | Xã Đình Dù, huyện Văn Lâm | Sản xuất dây và thiết bị dây dẫn | 3.105 |
| 637 | Công ty TNHH Taeyang Việt Nam | KCN Phố Nối A, huyện Văn Lâm | Bán buôn chuyên doanh khác chưa được phân vào đâu | 3.515 |
| 638 | Công ty TNHH JP Corelex (Việt Nam) | Đường B1, khu B, KCN Phố Nối A, xã Lạc Hồng, huyện Văn Lâm | Sản xuất các sản phẩm khác từ giấy và bìa chưa được phân vào đâu | 6.466 |
| 639 | Công ty TNHH MEKTEC manufacturing (Việt Nam) | Xã Dị Sử, huyện Mỹ Hào | Sản xuất linh kiện điện tử | 5.711 |
| 640 | Công ty Cổ phần Nhựa Hưng Yên | Số 115, Nguyễn Thiện Thuật, phường Minh khai, TP Hưng Yên | Sản xuất các sản phẩm từ plastic | 1.097 |
| 641 | Công ty Cổ phần thép Việt - Ý | KCN Phố Nối A, xã Giai Phạm, huyện Yên Mỹ | Sản xuất sắt, thép | 5.022 |
| 642 | Công ty TNHH dệt may Lee Hing Việt Nam | Lô 4, KCN Dệt May Phố Nối, xã Dị Sử, huyện Mỹ Hào | Sản xuất vải dệt kim, vải đan móc và vải không dệt khác | 10.109 |
| 643 | Công ty TNHH Công nghiệp Chính Đại | KCN Phố Nối A, xã Giai Phạm, huyện Yên Mỹ | Sản xuất sắt, thép | 4.523 |
| 644 | Công ty TNHH Tôn Hòa Phát | Đường E1, khu E, KCN Phố Nối A, xã Lạc Đạo, huyện Văn Lâm | Sản xuất sắt, thép, gang | 15.529 |
| 645 | Công ty TNHH Toto Việt Nam - chi nhánh Hưng Yên | Lô đất số M7, M8, KCN Thăng Long II, xã Phùng Chí Kiên, huyện Mỹ Hào | Sản xuất sản phẩm gốm sứ khác | 8.249 |
| 646 | Công ty TNHH sản xuất phụ tùng ô tô xe máy Việt Nam | TT Như Quỳnh, huyện Văn Lâm | Sản xuất phụ tùng ô tô, xe máy | 9.767 |
| 647 | CN Công ty TNHH ống thép Hòa Phát | TT Như Quỳnh, huyện Văn Lâm | Sản xuất sắt, thép | 13.214 |
| 648 | Công ty TNHH HOYA GlaSS Disk VN II | KCN Thăng Long II, huyện Yên Mỹ | Sản xuất thủy tinh và sản phẩm từ thủy tinh | 12.231 |
| 649 | Công ty Cổ phần Hyundai Aluminum ViNa | Đường B2, khu B, KCN Phố Nối A, xã Lạc Hồng, huyện Yên Mỹ | Sản xuất sắt, thép, gang | 8.669 |
| 650 | CN Công ty cổ phần ACECOOK VN tại HY | KCN Như Quỳnh A, huyện Văn Lâm | Bán buôn thực phẩm khác | 19.605 |
| 651 | Công ty TNHH Một thành viên Thép Hòa Phát | KCN Phố Nối A, xã Giai Phạm, huyện Yên Mỹ | Sản xuất sắt, thép, gang | 48.805 |
| 652 | Công ty Cổ phần Quốc Tế INOX Hòa Bình | Thôn Yên Phú, xã Giai Phạm, huyện Yên Mỹ | Sản xuất sắt, thép, gang | 1.247 |
| 653 | Công ty TNHH sản xuất và thương mại dịch vụ Minh Tâm | Xã Dân Tiến, huyện Khoái Châu | Sản xuất sản phẩm từ plastic | 1.426 |
| 654 | CN sản xuất Công ty TNHH Lavie tại Hưng Yên | TT Như Quỳnh, huyện Văn Lâm | Sản xuất đồ uống không cồn, nước khoáng | 1.049 |
| 655 | Công ty TNHH Sản xuất - TM Hòa Bình | Xã Giai Phạm, huyện Yên Mỹ | Hoạt động dịch vụ cá nhân khác chưa được phân vào đâu | 1.026 |
| 656 | Công ty Cổ phần Stavian hóa chất | Lô 16, đường 206, khu A, KCN Phố Nối A, xã Đình Dù, huyện Văn Lâm | Sản xuất sản phẩm từ plastic | 1.180 |
| 657 | Công ty Cổ phần Agrifeed Việt Nam | Số nhà 32, ngách 167/3, phố Gia Quất, phường Thượng Thanh,quận Long Biên, TP. Hà Nội | Sản xuất thức ăn gia súc, gia cầm và thủy sản | 1.311 |
| 658 | Công ty Cổ phần Minh An | Thôn Đa Phúc, xã Tân Tiến, huyện Văn Giang | Sản xuất linh kiện điện tử | 1.332 |
| 659 | Công ty Cổ phần Sợi Việt Nhật | Thôn Bá Khẽ, xã Tân Tiến, huyện Văn Giang | Sản xuất sợi | 1.384 |
| 660 | Công ty TNHH sản xuất và thương mại Minh Ngọc | Khu D, KCN Phố Nối A, xã Lạc Hồng, huyện Văn Lâm | Gia công cơ khí; xử lý và tráng phủ kim loại | 5.882 |
| 661 | Công ty TNHH Thép Nhật Quang | Xã Lạc Đạo, huyện Văn Lâm | Đúc sắt, thép | 1.472 |
| 662 | Công ty TNHH Gia Anh Hưng Yên | KM7 quốc lộ 39, xã Trung Hưng, huyện Yên Mỹ | Sản xuất sản phâm khác bằng kim loại chưa được phân vào đâu | 2.647 |
| 663 | Công ty Cổ phần Đầu tư và Phát triển Thái Dương | Xã Lạc Đạo, huyện Văn Lâm | Sản xuất kim loại | 5.231 |
| 664 | Công ty TNHH PIC Việt Nam | Đường B1, khu B, KCN Phố Nối A, xã Lạc Hồng, huyện Văn Lâm | Sản xuất sản phâm từ plastic | 2.319 |
| 665 | Công ty TNHH thiết bị xây dựng và chiếu sáng đô thị Tấn Phát | Thôn Nghĩa Trang, thị trấn Yên Mỹ, huyện Yên Mỹ, tỉnh Hưng Yên | Sản xuất thiết bị điện chiếu sáng | 1.059 |
| 666 | Công ty Cổ phần Kim Tín Hưng Yên | KCN Phố Nối A, xã Lạc Hồng, huyện Văn Lâm | Bán buôn và bán lẻ | 4.376 |
| 667 | Công ty TNHH Giày Ngọc Tề | Xã Nghĩa Hiệp, huyện Yên Mỹ | Sản xuất giày dép | 5.262 |
